"slope" "angle" "top.layer3" "bot.layer3" "vs2" "vs3" "vs4" "density" "freq" "test.response"
"2" -1.05860059981555 -1.47658061452627 -0.290972465440554 1.27747306650122 0.323402247824024 -0.518369598265429 1.12599085543508 -0.264823002944885 0.267098646622499 2.33761134142695
"3" -1.05860059981555 -0.558499403421853 -0.290972465440554 -0.647398455097806 0.371655807128471 1.59439128355373 0.840003810049914 -1.48408176420126 -0.465883369355819 6.15653301268306
"4" -1.05860059981555 -0.558499403421853 -0.290972465440554 0.122550153541805 0.337188979053866 1.32896906221967 0.56731848770592 1.56406513893968 0.267098646622499 2.77387444471221
"7" -1.05860059981555 0.971635948418841 -0.290972465440554 -1.41734706373742 0.247575226059892 -0.11492782183765 -0.137672833476114 0.344806377683303 1.73306267857914 1.29445380915949
"8" -1.05860059981555 0.971635948418841 -0.290972465440554 0.892498762181415 0.220001763600207 -0.086616118228683 -0.343849540614256 -0.264823002944885 2.46604469455745 0.259294242204279
"9" -1.05860059981555 0.359581807682563 -0.290972465440554 0.122550153541805 0.419909366432919 -1.28278559570754 -0.536724524711228 0.954435758311492 -1.19886538533414 4.85268562983867
"10" -1.05860059981555 0.359581807682563 -0.290972465440554 -0.647398455097806 0.385442538358314 -1.18369463307615 -0.716297785767029 -1.48408176420126 -0.465883369355819 3.90104358315279
"11" -1.05860059981555 0.971635948418841 -0.290972465440554 1.27747306650122 0.433696097662761 0.398221806074876 -0.882569323781659 -0.264823002944885 -1.19886538533414 1.67327546707172
"15" -1.05860059981555 -0.558499403421853 -0.290972465440554 0.50752445786161 0.309615516594181 0.783968767747051 -1.4478925530314 1.56406513893968 1.00008066260082 0.0685150420214017
"16" -1.05860059981555 -0.558499403421853 -0.290972465440554 -0.262424150778001 0.282042054134497 0.953838989400853 -1.56095719888135 -0.874452383573074 1.00008066260082 0.663824858914628
"19" -1.05860059981555 -1.47658061452627 1.46363536636178 1.66244737082103 -0.0901996890712425 -0.274181154638089 0.853305533091084 -0.874452383573074 -0.465883369355819 3.90902255033693
"20" -1.05860059981555 -1.47658061452627 1.46363536636178 -1.41734706373742 -0.117773151530927 -0.352038339562748 0.587271072267675 0.344806377683303 0.267098646622499 2.9847983559384
"22" -1.05860059981555 0.971635948418841 1.46363536636178 -1.03237275941761 -0.234960366984586 0.0690982516206353 0.0951073197443688 0.954435758311492 2.46604469455745 2.4917632423534
"26" -1.05860059981555 0.971635948418841 1.46363536636178 1.27747306650122 -0.0764129578414003 0.635332323799975 -0.702996062725858 -0.264823002944885 -0.465883369355819 4.8393317074703
"28" -1.05860059981555 0.359581807682563 1.46363536636178 0.892498762181415 -0.0626262266115581 -1.15184396651606 -1.02888827723453 1.56406513893968 -1.19886538533414 1.60916871258269
"29" -1.05860059981555 -0.558499403421853 1.46363536636178 -0.262424150778001 -0.159133345220454 1.29357943270846 -1.17520723068741 -1.48408176420126 1.00008066260082 3.64939742992065
"31" -1.05860059981555 -1.47658061452627 1.46363536636178 -0.647398455097806 -0.145346613990611 -0.734246338283802 -1.44124169151082 0.344806377683303 1.00008066260082 4.52899380622143
"33" -1.05860059981555 -0.558499403421853 -1.46071101997545 -1.03237275941761 0.61292360365071 0.815819434307139 1.4784865160261 0.954435758311492 0.267098646622499 3.90120458630118
"34" -1.05860059981555 -0.558499403421853 -0.875841742708 1.27747306650122 0.578456775576105 0.918449359889644 1.16589602455859 -0.264823002944885 0.267098646622499 3.4255468001007
"35" -1.05860059981555 -1.47658061452627 -1.46071101997545 -0.647398455097806 0.626710334880552 -0.840415226817428 0.87325811765284 -1.48408176420126 -0.465883369355819 5.49993585572973
"36" -1.05860059981555 -1.47658061452627 -1.46071101997545 0.122550153541805 0.592243506805947 -0.950123078302175 0.600572795308846 0.954435758311492 0.267098646622499 2.16076531449216
"37" -1.05860059981555 0.971635948418841 -1.46071101997545 -0.647398455097806 0.481949656967209 0.426533509683843 0.347840057526607 -0.874452383573074 2.46604469455745 0.399419705319921
"39" -1.05860059981555 0.359581807682563 -1.46071101997545 -1.41734706373742 0.495736388197051 -1.26509078095193 -0.111069387393773 0.344806377683303 1.73306267857914 0.762002599397073
"42" -1.05860059981555 0.971635948418841 -0.875841742708 -0.647398455097806 0.640497066110394 -0.00168100740178209 -0.689694339684688 -1.48408176420126 -0.465883369355819 5.65806997084936
"43" -1.05860059981555 0.359581807682563 -1.46071101997545 0.892498762181415 0.695643991029763 -1.54112989113936 -0.862616739219903 -0.264823002944885 -1.19886538533414 0.853013615858084
"44" -1.05860059981555 0.359581807682563 -0.875841742708 -1.03237275941761 0.661177162955158 -1.55882470589497 -1.01558655419336 0.344806377683303 -0.465883369355819 5.77086613560601
"50" -1.05860059981555 -1.47658061452627 0.878766089094337 0.122550153541805 0.0890278169167062 -0.64223330155466 1.18584860912035 -1.48408176420126 0.267098646622499 2.32610270316033
"51" -1.05860059981555 -0.558499403421853 0.293896811826891 1.27747306650122 0.130388010606233 1.18387158122371 0.893210702214596 -0.264823002944885 -0.465883369355819 3.75453159379679
"52" -1.05860059981555 -0.558499403421853 0.293896811826891 -1.41734706373742 0.102814548146548 1.14494298876138 0.620525379870602 0.344806377683303 0.267098646622499 2.15151501531691
"55" -1.05860059981555 0.971635948418841 0.293896811826891 0.122550153541805 0.0200941607674952 0.507929657559623 -0.0977676643526027 1.56406513893968 1.73306267857914 1.37671205128289
"56" -1.05860059981555 0.971635948418841 0.293896811826891 -0.647398455097806 -0.00747930169218926 0.734423286431359 -0.303944371490745 -1.48408176420126 2.46604469455745 0.405543011537669
"58" -1.05860059981555 0.359581807682563 0.878766089094337 1.66244737082103 0.144174741836075 -1.36418174358332 -0.683043478164102 -0.874452383573074 -0.465883369355819 5.43598246642373
"60" -1.05860059981555 0.971635948418841 0.878766089094337 1.27747306650122 0.157961473065917 0.0407865480116684 -1.00893569267278 1.56406513893968 -1.19886538533414 2.88799504310422
